Plate_ID,Well_Row,Well_Col,Well,Type,number_of_cells/capsules,Group_1,Group_2,Group_3,Crossing_Time,0.0,0.25,0.5,0.75,1.0,1.25,1.5,1.75,2.0,2.25,2.5,2.75,3.0,3.25,3.5,3.75,4.0,4.25,4.5,4.75,5.0,5.25,5.5,5.75,6.0,6.25,6.5,6.75,7.0,7.25,7.5,7.75
RM5097.96HL.BNCT.1,B,10,B10,unused,,,,,,2609.91,2610.83,2611.32,2614.13,2611.64,2613.8,2613.78,2614.23,2612.49,2615.21,2616.18,2615.82,2615.86,2615.73,2617.87,2617.09,2615.43,2614.25,2614.56,2614.75,2615.07,2616.15,2615.34,2618.39,2615.71,2617.22,2618.44,2616.13,2614.88,2615.22,2615.83,2617.86
RM5097.96HL.BNCT.1,B,11,B11,unused,,,,,,2610.4,2615.89,2615.19,2612.62,2614.27,2617.19,2615.33,2614.72,2614.56,2615.63,2617.45,2615.93,2616.7,2617.52,2618.96,2617.5,2617.07,2615.91,2620.29,2618.89,2618.44,2616.32,2615.64,2620.1,2620.28,2620.35,2615.38,2617.54,2618.92,2615.63,2619.93,2618.3
RM5097.96HL.BNCT.1,B,12,B12,unused,,,,,,2614.04,2616.69,2619.07,2615.94,2620.1,2620.32,2616.98,2621.48,2620.13,2620.01,2619.78,2617.59,2622.28,2620.85,2620.35,2623.15,2621.71,2620.21,2621.14,2619.76,2620.71,2619.55,2622.37,2623.25,2624.07,2622.54,2622.0,2623.74,2620.19,2619.86,2620.02,2621.82
RM5097.96HL.BNCT.1,B,13,B13,unused,,,,,,2602.21,2605.53,2605.88,2606.59,2605.94,2607.16,2605.1,2606.68,2606.42,2607.33,2606.95,2607.7,2606.95,2608.93,2608.08,2608.77,2608.09,2608.04,2607.4,2611.58,2611.67,2608.24,2607.76,2610.22,2609.21,2610.83,2609.7,2607.72,2607.54,2607.01,2611.19,2605.79
RM5097.96HL.BNCT.1,B,14,B14,unused,,,,,,2603.06,2604.06,2605.44,2607.22,2605.14,2608.17,2604.5,2608.49,2607.0,2607.86,2609.77,2609.36,2607.4,2607.42,2607.02,2608.82,2609.43,2607.79,2607.48,2607.24,2608.7,2609.9,2608.31,2613.48,2607.97,2607.58,2609.81,2609.55,2607.48,2608.75,2609.94,2609.87
RM5097.96HL.BNCT.1,B,15,B15,unused,,,,,,2619.07,2620.36,2622.09,2619.83,2621.56,2624.32,2621.81,2623.06,2621.13,2619.48,2622.25,2621.75,2622.53,2623.14,2623.49,2622.49,2624.63,2622.98,2622.11,2625.22,2623.58,2624.13,2627.08,2623.71,2621.6,2622.99,2627.14,2623.28,2624.44,2621.68,2624.92,2623.19
RM5097.96HL.BNCT.1,B,16,B16,unused,,,,,,2614.23,2614.79,2618.91,2617.36,2619.13,2620.34,2614.81,2619.1,2618.21,2614.74,2618.89,2618.14,2620.18,2615.98,2619.19,2620.74,2619.87,2619.65,2615.62,2618.44,2616.77,2619.17,2618.82,2619.47,2620.41,2620.53,2618.78,2620.46,2618.02,2617.76,2619.05,2617.99
RM5097.96HL.BNCT.1,B,17,B17,unused,,,,,,2661.54,2660.41,2664.25,2661.5,2661.58,2662.53,2663.19,2662.95,2663.17,2664.78,2663.86,2663.05,2663.11,2663.46,2663.97,2664.01,2661.84,2663.14,2662.39,2663.85,2662.55,2662.57,2664.03,2664.73,2662.74,2664.16,2661.27,2663.62,2661.8,2664.41,2662.66,2664.13
RM5097.96HL.BNCT.1,B,18,B18,unused,,,,,,2669.95,2673.47,2674.38,2674.33,2674.08,2673.32,2673.83,2673.72,2675.3,2675.65,2672.48,2675.42,2675.01,2674.89,2674.68,2675.07,2674.81,2672.18,2675.46,2677.5,2675.57,2675.66,2674.95,2675.22,2673.79,2677.44,2677.98,2675.31,2673.28,2673.56,2675.83,2674.24
RM5097.96HL.BNCT.1,B,19,B19,unused,,,,,,2614.6,2620.59,2617.67,2620.67,2622.88,2625.28,2622.71,2621.61,2622.09,2621.65,2623.62,2622.27,2624.32,2623.1,2621.0,2624.44,2623.24,2622.22,2622.24,2624.06,2622.43,2624.18,2625.0,2626.42,2624.87,2624.43,2624.35,2622.78,2624.03,2622.72,2622.64,2623.31
RM5097.96HL.BNCT.1,B,20,B20,unused,,,,,,2636.0,2640.35,2640.15,2641.26,2643.19,2641.86,2643.22,2643.79,2643.06,2640.7,2641.97,2647.16,2644.68,2642.82,2643.25,2643.81,2643.85,2643.67,2646.58,2644.91,2644.48,2644.91,2646.93,2647.15,2645.7,2645.79,2647.05,2646.15,2646.53,2645.93,2644.63,2646.47
RM5097.96HL.BNCT.1,B,21,B21,unused,,,,,,2608.95,2614.35,2612.83,2614.04,2615.67,2615.73,2614.94,2613.48,2614.82,2613.59,2615.38,2616.75,2614.62,2614.96,2617.88,2613.56,2616.46,2616.43,2615.9,2616.53,2616.92,2615.34,2617.06,2614.94,2613.76,2615.99,2614.36,2614.55,2617.08,2617.24,2614.43,2616.17
RM5097.96HL.BNCT.1,B,22,B22,unused,,,,,,2623.04,2626.26,2625.53,2628.27,2627.93,2630.94,2628.05,2627.81,2627.55,2628.54,2630.47,2629.73,2628.92,2627.61,2629.4,2630.03,2631.32,2627.72,2628.06,2628.25,2630.18,2629.77,2629.15,2629.66,2632.6,2631.19,2630.81,2629.77,2630.44,2630.79,2632.61,2628.3
RM5097.96HL.BNCT.1,B,23,B23,unused,,,,,,2611.39,2618.55,2617.0,2617.38,2617.49,2617.82,2617.29,2618.45,2616.45,2617.41,2617.41,2617.17,2618.28,2619.1,2618.18,2620.03,2617.4,2618.96,2619.65,2620.52,2619.58,2619.27,2622.08,2618.44,2621.55,2619.57,2619.58,2621.23,2619.4,2618.28,2618.29,2617.4
RM5097.96HL.BNCT.1,B,24,B24,unused,,,,,,2594.64,2597.2,2597.84,2595.95,2596.75,2598.28,2597.78,2597.17,2594.98,2598.67,2596.48,2598.37,2598.74,2597.71,2598.37,2599.33,2598.31,2598.78,2598.46,2600.82,2599.21,2599.77,2600.16,2600.09,2598.07,2600.28,2600.94,2600.15,2599.68,2600.47,2599.99,2600.28
RM5097.96HL.BNCT.1,C,1,C1,unused,,,,,,2592.12,2594.14,2591.65,2592.48,2594.2,2595.23,2593.82,2595.25,2596.06,2594.23,2595.93,2591.43,2596.59,2596.07,2595.67,2594.45,2595.77,2597.38,2597.27,2597.14,2594.65,2593.05,2595.58,2594.67,2597.3,2596.37,2598.52,2598.01,2595.73,2593.82,2596.51,2600.23
RM5097.96HL.BNCT.1,C,2,C2,unused,,,,,,2629.64,2627.69,2630.07,2631.01,2631.48,2631.75,2629.93,2631.23,2630.73,2634.19,2629.45,2630.93,2632.0,2633.42,2630.85,2633.12,2634.04,2630.75,2631.83,2632.92,2631.91,2632.73,2632.08,2633.3,2635.34,2629.45,2633.6,2631.36,2631.3,2633.06,2633.63,2636.61
